School,State,Online only?,School size (students),2yr/4yr,Pubic or Private,Tuition (in state),Tuition (out of state),Earnings after 10 years - mean,Earnings after 10 years - median,Earnings after 10 years - std,Earnings after 10 years - mean - female,Earnings after 10 years - mean - male,Earnings after 6 years - mean,Earnings after 6 years - median,Earnings after 6 years - std,Earnings after 6 years - mean - female,Earnings after 6 years - mean - male
Mineral County Vocational Technical Center,WV,0.0,19.0,3,1,,,,,,,,,,,,
Hypnosis Motivation Institute,CA,0.0,132.0,3,2,,,34200.0,20300.0,38600.0,,,31600.0,21000.0,32000.0,28300.0,37300.0
Upper Cape Cod Regional Technical School,MA,0.0,79.0,3,1,,,,,,,,,,,,
Madison Oneida BOCES-Practical Nursing Program,NY,0.0,67.0,3,1,,,31900.0,30900.0,17800.0,,,25900.0,26800.0,14600.0,,
Houston Training School-Main Campus,TX,0.0,115.0,3,3,,,20900.0,18100.0,14100.0,,,17900.0,15100.0,15100.0,,
CEM College-Humacao,PR,0.0,262.0,1,3,7425.0,7425.0,19900.0,18000.0,16100.0,18100.0,24900.0,16700.0,14900.0,13800.0,15900.0,18800.0
Remington College-Fort Worth Campus,TX,0.0,474.0,1,2,15802.0,15802.0,33200.0,30400.0,23300.0,27900.0,38400.0,20800.0,19300.0,13900.0,19800.0,24900.0
University of Washington-Tacoma Campus,WA,0.0,4530.0,1,1,11261.0,36642.0,61500.0,54100.0,43100.0,54800.0,69400.0,47900.0,41500.0,41100.0,42700.0,54100.0
Valley College-Martinsburg,WV,0.0,516.0,1,3,,,23400.0,23700.0,15200.0,,,19700.0,19000.0,12300.0,,
Northwest Indian College,WA,0.0,508.0,1,1,4437.0,4437.0,28500.0,28900.0,24500.0,,,20900.0,19400.0,17600.0,,
Nuvani Institute,TX,0.0,46.0,3,3,,,19800.0,14800.0,15800.0,,,,,,,
Mr Wayne's School of Unisex Hair Design,TN,0.0,29.0,3,3,,,,,,,,,,,,
Queen City College,TN,0.0,122.0,3,3,,,,,,,,18100.0,14500.0,16800.0,,
Cortiva Institute-Salt Lake,UT,0.0,179.0,3,3,,,28800.0,24700.0,24800.0,23900.0,39600.0,21900.0,19600.0,16800.0,20600.0,25900.0
Academy of Hair Design-Pearl,MS,0.0,47.0,3,3,,,,,,,,,,,,
Long Island Beauty School-Hauppauge,NY,0.0,209.0,3,3,,,24000.0,18300.0,31000.0,,,19700.0,16100.0,16900.0,,
Greater Altoona Career & Technology Center,PA,0.0,320.0,3,1,,,28500.0,28100.0,16000.0,,,26600.0,26500.0,14100.0,,
Southwest Collegiate Institute for the Deaf,TX,0.0,86.0,2,1,2560.0,14200.0,36400.0,31600.0,27100.0,32800.0,43300.0,29700.0,25300.0,24600.0,25100.0,38300.0
Central Texas Beauty College-Temple,TX,0.0,132.0,3,3,,,19800.0,16900.0,15400.0,,,18900.0,16500.0,15800.0,,
Fortis College-Richmond,VA,0.0,425.0,2,3,14552.0,14552.0,36800.0,33700.0,25000.0,,,23000.0,21200.0,15100.0,,
Asian-American International Beauty College,CA,0.0,609.0,3,3,,,15900.0,11100.0,13600.0,,,15200.0,11000.0,13500.0,,
Ohio State School of Cosmetology,OH,0.0,32.0,2,3,,,23000.0,20800.0,15500.0,,,21800.0,20900.0,13200.0,,
Emma's Beauty Academy-Juana Diaz,PR,0.0,455.0,3,3,,,14300.0,12700.0,12400.0,,,13500.0,11400.0,12700.0,11100.0,17200.0
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY,0.0,17.0,3,1,,,30500.0,29300.0,19400.0,,,26900.0,26100.0,15800.0,,
Wabash Valley College,IL,0.0,556.0,2,1,3970.0,11734.0,32700.0,29500.0,22000.0,28900.0,37300.0,27700.0,23700.0,20500.0,23500.0,32700.0
City College-Gainesville,FL,0.0,190.0,1,2,14539.0,14539.0,29900.0,27800.0,19700.0,27600.0,35100.0,27400.0,24800.0,19900.0,25800.0,29800.0
University of Phoenix-New Mexico,NM,0.0,84.0,1,3,,,69800.0,62800.0,49400.0,63700.0,78600.0,39500.0,33400.0,32500.0,34600.0,49000.0
ASA College,NY,0.0,4347.0,2,3,12920.0,12920.0,49000.0,40400.0,42400.0,44200.0,55500.0,21100.0,16900.0,16200.0,19800.0,25300.0
Galen College of Nursing-Tampa Bay,FL,0.0,1303.0,1,3,,,40600.0,39700.0,26400.0,38500.0,48900.0,41200.0,40600.0,21000.0,41100.0,41800.0
Orlo School of Hair Design and Cosmetology,NY,0.0,42.0,3,3,,,23800.0,21400.0,18300.0,,,20400.0,17900.0,15000.0,,
Eastland-Fairfield Career and Technical Schools,OH,0.0,153.0,3,1,,,,,,,,30300.0,27500.0,19700.0,26200.0,37400.0
Stage One-The Hair School,LA,0.0,81.0,3,3,,,20300.0,14800.0,25000.0,,,14400.0,12500.0,9900.0,,
Scioto County Career Technical Center,OH,0.0,93.0,3,1,,,34100.0,29200.0,26200.0,,,26300.0,21700.0,20100.0,22500.0,31500.0
Shear Ego International School of Hair Design,NY,0.0,112.0,3,3,,,23500.0,20000.0,19500.0,,,18500.0,17900.0,12500.0,,
Southeast Missouri Hospital College of Nursing and Health Sciences,MO,0.0,174.0,1,2,16636.0,16636.0,,,,,,50800.0,48500.0,20900.0,,
Charles Stuart School of Diamond Setting,NY,0.0,51.0,3,3,,,,,,,,,,,,
Empire Beauty School-Dunwoody,GA,0.0,76.0,3,3,,,26000.0,16000.0,23800.0,,,16700.0,13600.0,15800.0,,
Industrial Management Training Institute,CT,0.0,122.0,3,3,,,50500.0,46600.0,30000.0,,,45100.0,38200.0,35900.0,,
Big Bend Community College,WA,0.0,1626.0,2,1,4161.0,4573.0,39400.0,34300.0,32500.0,30000.0,51500.0,27600.0,24400.0,20000.0,24300.0,32100.0
Central Washington University,WA,0.0,10529.0,1,1,8072.0,23053.0,47600.0,45900.0,29100.0,41000.0,55500.0,36200.0,34100.0,21700.0,32000.0,40800.0
Cornish College of the Arts,WA,0.0,623.0,1,2,41642.0,41642.0,34800.0,28500.0,32300.0,30900.0,39600.0,23900.0,21700.0,19100.0,22300.0,26300.0
Eastern Washington University,WA,0.0,10379.0,1,1,7323.0,24444.0,46300.0,44500.0,32200.0,41400.0,52100.0,34700.0,31800.0,21100.0,32500.0,37700.0
Stylemaster College of Hair Design,WA,0.0,57.0,3,3,,,16600.0,14300.0,14300.0,,,15700.0,10600.0,15400.0,,
Walla Walla Community College,WA,0.0,2210.0,1,1,4455.0,5955.0,37100.0,33800.0,25300.0,32500.0,42900.0,28900.0,26000.0,19900.0,27000.0,31600.0
The Evergreen State College,WA,0.0,2962.0,1,1,7746.0,26262.0,37900.0,35200.0,26500.0,36500.0,39900.0,26800.0,22900.0,21700.0,26900.0,26800.0
Pierce College-Fort Steilacoom,WA,0.0,4970.0,1,1,3862.0,4290.0,40000.0,35200.0,29500.0,36100.0,46900.0,30800.0,28200.0,23700.0,28800.0,35300.0
Glen Dow Academy of Hair Design,WA,0.0,80.0,3,3,,,24700.0,21600.0,24100.0,,,20300.0,20400.0,13300.0,,
Grays Harbor College,WA,0.0,1298.0,1,1,4080.0,9446.0,34000.0,31900.0,22800.0,29100.0,41000.0,25000.0,21900.0,19600.0,22400.0,28900.0
Western Washington University,WA,0.0,15071.0,1,1,8126.0,23540.0,49900.0,46700.0,31900.0,44200.0,57600.0,33600.0,31200.0,21300.0,30800.0,37400.0
Highline College,WA,0.0,3983.0,1,1,4026.0,4462.0,41400.0,36800.0,39000.0,37300.0,49100.0,30500.0,26600.0,23600.0,27800.0,35700.0
West Virginia Junior College-Charleston,WV,0.0,126.0,2,3,12818.0,12818.0,21700.0,21900.0,13700.0,,,18000.0,16900.0,12900.0,17100.0,21500.0
Potomac State College of West Virginia University,WV,0.0,1099.0,1,1,4488.0,11376.0,54100.0,46200.0,47100.0,47700.0,59200.0,37100.0,32500.0,28200.0,34800.0,39000.0
Bellin College,WI,0.0,377.0,1,2,20500.0,20500.0,,,,,,49000.0,48600.0,21100.0,,
Southern West Virginia Community and Technical College,WV,0.0,1341.0,2,1,3892.0,5981.0,28900.0,22800.0,23300.0,23900.0,40300.0,24800.0,20000.0,21800.0,18900.0,36200.0
Nashotah House,WI,0.0,,1,2,,,,,,,,,,,,
Universidad Teologica del Caribe,PR,0.0,262.0,1,2,4342.0,4342.0,,,,,,,,,,
University of Wisconsin-Green Bay,WI,0.0,6576.0,1,1,7878.0,15728.0,42500.0,40200.0,24300.0,38400.0,50100.0,33200.0,31200.0,18500.0,32000.0,35700.0
University of Guam,GU,0.0,3375.0,1,1,5804.0,12860.0,36300.0,34300.0,23500.0,35900.0,36900.0,23400.0,21300.0,15400.0,22600.0,24700.0
Sacred Heart Seminary and School of Theology,WI,0.0,,1,2,,,,,,,,,,,,
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,0.0,441.0,1,1,3462.0,5622.0,19500.0,15500.0,15800.0,,,16300.0,15200.0,12400.0,,
Metro Business College-Rolla,MO,0.0,32.0,2,3,11375.0,11375.0,,,,,,18600.0,18400.0,11600.0,,
ICPR Junior College-General Institutional,PR,0.0,562.0,2,3,7010.0,7010.0,20000.0,16900.0,16700.0,17100.0,23400.0,14700.0,12100.0,14800.0,12600.0,17100.0
Bais Medrash Elyon,NY,0.0,44.0,1,2,8600.0,8600.0,,,,,,,,,,
Georgia State University-Perimeter College,GA,0.0,16312.0,2,1,3304.0,9501.0,39900.0,35600.0,30100.0,38400.0,43200.0,27700.0,24200.0,20300.0,26500.0,30200.0
Universidad Politecnica de Puerto Rico,PR,0.0,3471.0,1,2,8610.0,8610.0,32700.0,28600.0,24600.0,30200.0,33500.0,25100.0,20800.0,20300.0,25200.0,25100.0
Modern Hairstyling Institute-Arecibo,PR,0.0,74.0,3,3,,,17200.0,13100.0,18600.0,,,11600.0,10800.0,8000.0,,
Universidad Ana G. Mendez-Gurabo Campus,PR,0.0,12734.0,1,2,5820.0,5820.0,23600.0,20300.0,18800.0,20900.0,26600.0,18700.0,15900.0,16500.0,16500.0,21300.0
Central Technology Center,OK,0.0,371.0,3,1,,,28600.0,28000.0,20100.0,,,23400.0,23600.0,15700.0,,
Palau Community College,PW,0.0,475.0,2,1,3250.0,3610.0,,,,,,17500.0,15800.0,11500.0,,
Ponce Health Sciences University,PR,0.0,23.0,1,3,13126.0,24126.0,,,,,,,,,,
Career Technology Center of Lackawanna County,PA,0.0,59.0,3,1,,,,,,,,34600.0,34300.0,15900.0,,
Stanford University,CA,0.0,7083.0,1,2,51354.0,51354.0,106100.0,77900.0,108800.0,85500.0,125800.0,94900.0,71000.0,99800.0,73800.0,112600.0
University of Puerto Rico-Cayey,PR,0.0,3064.0,1,1,4089.0,6044.0,34500.0,29400.0,25800.0,32100.0,39800.0,,,,,
Carrington College-Phoenix East,AZ,0.0,312.0,2,3,,,,,,,,26000.0,23300.0,19600.0,24800.0,32200.0
Palo Alto College,TX,0.0,6775.0,2,1,2820.0,13830.0,32500.0,30200.0,22000.0,30100.0,37500.0,25800.0,23700.0,17600.0,23500.0,29400.0
ECPI University,VA,0.0,12567.0,1,3,16039.0,16039.0,43600.0,39900.0,28000.0,34100.0,48900.0,31000.0,27700.0,21800.0,27900.0,35600.0
Collin County Community College District,TX,0.0,26011.0,2,1,1504.0,4864.0,42300.0,39000.0,29000.0,39300.0,47300.0,32200.0,29500.0,21300.0,30900.0,34300.0
Cloyd's Beauty School 3 Inc,LA,0.0,44.0,3,3,,,,,,,,,,,,
Laurel Business Institute,PA,0.0,230.0,2,3,10104.0,10104.0,20800.0,19500.0,13900.0,,,21600.0,19300.0,15600.0,19800.0,27000.0
Fayette County Career & Technical Institute Practical Nursing Program,PA,0.0,88.0,3,1,,,32500.0,31000.0,19000.0,,,32800.0,33200.0,15100.0,,
Raphael's School of Beauty Culture Inc-Alliance,OH,0.0,149.0,2,3,,,,,,,,,,,,
Oswego County BOCES,NY,0.0,64.0,3,1,,,32700.0,31300.0,20100.0,,,24500.0,25700.0,15300.0,,
Hairmasters Institute of Cosmetology,IL,0.0,101.0,3,3,,,20900.0,18000.0,15900.0,,,18200.0,17000.0,11700.0,,
Interactive College of Technology,TX,0.0,40.0,2,3,9530.0,9530.0,32000.0,25000.0,27300.0,21700.0,47600.0,25100.0,21000.0,19100.0,20000.0,34000.0
Hair Professionals Career College,IL,0.0,65.0,3,3,,,,,,,,20800.0,16200.0,16600.0,,
Southeastern Technical College,GA,0.0,1217.0,2,1,2863.0,4999.0,23800.0,22400.0,16100.0,21100.0,33200.0,21400.0,18500.0,15200.0,18500.0,30600.0
Alabama State College of Barber Styling,AL,0.0,15.0,3,3,,,,,,,,,,,,
Lincoln Technical Institute-Moorestown,NJ,0.0,579.0,3,3,,,41500.0,38800.0,26800.0,36600.0,50800.0,22500.0,20700.0,16500.0,21400.0,26300.0
Fortis College-Smyrna,GA,0.0,613.0,2,3,14815.0,14815.0,28800.0,29900.0,17800.0,,,24200.0,23300.0,16200.0,23500.0,28700.0
All-State Career-Baltimore,MD,0.0,539.0,3,3,,,,,,,,28900.0,27500.0,19100.0,23500.0,34500.0
Beauty School of Middletown,NY,0.0,17.0,3,3,,,23600.0,18500.0,18600.0,,,19100.0,16100.0,14700.0,,
Adler Graduate School,MN,0.0,,1,2,,,,,,,,,,,,
Madison Adult Career Center,OH,0.0,141.0,2,1,,,,,,,,18600.0,18400.0,12200.0,,
Empire Beauty School-Center City Philadelphia,PA,0.0,300.0,3,3,,,23200.0,20500.0,16300.0,,,16200.0,13500.0,12900.0,,
Ogle School Hair Skin Nails-Dallas,TX,0.0,306.0,3,3,,,24100.0,20800.0,17300.0,,,21100.0,17700.0,18400.0,,
Wharton County Junior College,TX,0.0,6165.0,2,1,2352.0,4824.0,40900.0,36100.0,33200.0,35600.0,53100.0,32200.0,27300.0,23800.0,27900.0,39300.0
Stevens-Henager College,UT,0.0,200.0,1,2,16972.0,16972.0,36000.0,32100.0,26600.0,30300.0,47300.0,29500.0,24900.0,23600.0,25400.0,35400.0
Brigham Young University-Hawaii,HI,0.0,3040.0,1,2,5560.0,5560.0,42300.0,39300.0,32400.0,30900.0,55300.0,33900.0,29600.0,29000.0,23300.0,43300.0
Advanced Technology Institute,VA,0.0,609.0,2,3,13200.0,13200.0,41600.0,40100.0,22600.0,,,31000.0,30000.0,18200.0,,
Dixie State University,UT,0.0,7627.0,1,1,5253.0,15051.0,38100.0,31800.0,33500.0,26300.0,48900.0,28700.0,24500.0,28700.0,22900.0,34900.0
Bluefield College,VA,0.0,887.0,1,2,26060.0,26060.0,52000.0,46700.0,40600.0,49500.0,55400.0,39000.0,33900.0,26100.0,34500.0,46100.0
Paul Mitchell the School-Salt Lake City,UT,0.0,283.0,3,3,,,,,,,,21000.0,18600.0,16200.0,,
Bridgewater College,VA,0.0,1830.0,1,2,35160.0,35160.0,46900.0,42900.0,28600.0,39200.0,56300.0,33100.0,32700.0,18500.0,32000.0,34200.0
William & Mary,VA,0.0,6349.0,1,1,23400.0,45272.0,69700.0,57000.0,56500.0,60300.0,81900.0,46400.0,42500.0,32600.0,43600.0,49500.0
Utah Valley University,UT,0.0,28278.0,1,1,5726.0,16296.0,50000.0,43400.0,44500.0,28000.0,63000.0,36700.0,32600.0,31600.0,24300.0,44900.0
University of Utah,UT,0.0,23396.0,1,1,9222.0,29215.0,59300.0,50100.0,57500.0,39000.0,73800.0,44600.0,38700.0,43300.0,33500.0,53200.0
Westminster College,UT,0.0,1946.0,1,2,34000.0,34000.0,51000.0,45500.0,40200.0,41500.0,66000.0,41500.0,36800.0,33100.0,37600.0,46600.0
Castleton University,VT,0.0,1774.0,1,1,12314.0,28322.0,41900.0,38400.0,35100.0,37400.0,47700.0,30900.0,29000.0,16000.0,30100.0,31800.0
Community College of Vermont,VT,0.0,3412.0,2,1,7120.0,14090.0,29400.0,27400.0,22400.0,26900.0,36900.0,25800.0,23200.0,18400.0,24300.0,28600.0
New River Community College,VA,0.0,2308.0,2,1,4697.0,10625.0,31800.0,29000.0,22400.0,27500.0,38900.0,27100.0,24500.0,19300.0,23800.0,31400.0
J Sargeant Reynolds Community College,VA,0.0,6753.0,2,1,4998.0,10926.0,35500.0,33300.0,23600.0,34500.0,38100.0,27400.0,24500.0,19800.0,26400.0,29600.0
Suffolk Beauty Academy,VA,0.0,20.0,3,3,,,,,,,,14400.0,15000.0,9900.0,,
Norfolk State University,VA,0.0,4636.0,1,1,9490.0,20658.0,39300.0,35600.0,25500.0,37300.0,42500.0,28500.0,24900.0,21200.0,28300.0,28800.0
Southern Virginia University,VA,0.0,961.0,1,2,16495.0,16495.0,,,,,,27200.0,22800.0,24600.0,20900.0,34700.0
Liberty University,VA,0.0,45370.0,1,2,22584.0,22584.0,36900.0,34200.0,25200.0,31500.0,42100.0,32700.0,29100.0,24700.0,27800.0,37900.0
Radford University-Carilion,VA,0.0,774.0,1,2,26886.0,26886.0,54900.0,52100.0,32000.0,52400.0,61600.0,50200.0,48200.0,27300.0,47600.0,58900.0
Paul D Camp Community College,VA,0.0,696.0,2,1,4730.0,10658.0,26200.0,23600.0,18400.0,25200.0,30600.0,21500.0,18100.0,15200.0,20600.0,24400.0
Radford University,VA,0.0,7880.0,1,1,11210.0,23292.0,47200.0,43000.0,30100.0,43500.0,52900.0,35800.0,34400.0,20800.0,34000.0,38300.0
The University of Virginia's College at Wise,VA,0.0,1187.0,1,1,10119.0,27846.0,38500.0,37000.0,24400.0,35000.0,42400.0,29300.0,29100.0,17500.0,26600.0,31900.0
Randolph College,VA,0.0,587.0,1,2,39585.0,39585.0,43600.0,39500.0,28700.0,,,28100.0,25400.0,18000.0,,
Virginia Polytechnic Institute and State University,VA,0.0,27730.0,1,1,13620.0,31908.0,66300.0,59900.0,48800.0,56400.0,72500.0,47600.0,45400.0,29400.0,43200.0,50800.0
University of Richmond,VA,0.0,3215.0,1,2,52610.0,52610.0,80000.0,66000.0,65400.0,67500.0,94100.0,46500.0,42200.0,40100.0,41400.0,53100.0
Sovah School of Health Professions,VA,0.0,12.0,2,3,,,,,,,,40600.0,42100.0,18300.0,,
American National University,VA,0.0,1018.0,1,3,17361.0,17361.0,27100.0,25500.0,17700.0,26000.0,31900.0,19200.0,17600.0,13500.0,18400.0,23300.0
International Air and Hospitality Academy,WA,0.0,110.0,3,3,,,28000.0,27200.0,19400.0,27400.0,30800.0,21200.0,20800.0,14400.0,20500.0,25300.0
Royale College of Beauty and Barbering,CA,0.0,66.0,3,3,,,19700.0,15400.0,15300.0,,,17700.0,15100.0,13100.0,,
Hacienda La Puente Adult Education,CA,0.0,903.0,2,1,,,32600.0,27500.0,24800.0,,,27800.0,22600.0,22000.0,27400.0,28900.0
The College of Health Care Professions-Northwest,TX,0.0,1552.0,1,3,,,30900.0,29700.0,20200.0,,,25400.0,24100.0,17500.0,24400.0,29500.0
Alhambra Beauty College,CA,0.0,88.0,3,3,,,20900.0,14000.0,19000.0,,,15200.0,11400.0,12600.0,,
Cannella School of Hair Design-Blue Island,IL,0.0,34.0,3,3,,,,,,,,17300.0,15500.0,10800.0,,
Cortiva Institute-Westport,CT,0.0,119.0,3,3,,,34800.0,25200.0,31200.0,33000.0,41500.0,31100.0,27900.0,22600.0,30100.0,35000.0
Florida National University-Main Campus,FL,0.0,3153.0,1,3,13688.0,13688.0,30800.0,25700.0,26100.0,27500.0,36500.0,23200.0,20300.0,20300.0,21400.0,27000.0
Northwest Technology Center-Fairview,OK,0.0,8.0,3,1,,,,,,,,,,,,
Capri Institute of Hair Design-Brick,NJ,0.0,128.0,3,3,,,25300.0,20700.0,19400.0,,,21300.0,17500.0,15300.0,,
Capri Institute of Hair Design-Kenilworth,NJ,0.0,107.0,3,3,,,27600.0,25700.0,20400.0,,,21600.0,19100.0,14800.0,,
Lorain County Joint Vocational School District,OH,0.0,138.0,3,1,,,,,,,,24100.0,19500.0,21400.0,,
Cleveland Clinic Health System-School of Diagnostic Imaging,OH,0.0,39.0,2,2,,,,,,,,,,,,
Mech-Tech College,PR,0.0,2416.0,2,3,9042.0,9042.0,24800.0,22100.0,19600.0,,,17800.0,16000.0,14400.0,,
College of Menominee Nation,WI,0.0,212.0,1,2,6200.0,6200.0,24200.0,22300.0,18300.0,,,17400.0,16500.0,13200.0,16100.0,19900.0
Ohio Media School-Valley View,OH,0.0,203.0,3,3,,,32800.0,29000.0,23800.0,27800.0,34900.0,24700.0,24000.0,14900.0,24700.0,24700.0
Motoring Technical Training Institute,MA,0.0,196.0,3,3,,,40400.0,38100.0,26900.0,,,25300.0,24300.0,15900.0,19700.0,26900.0
City College-Altamonte Springs,FL,0.0,168.0,2,2,14539.0,14539.0,26300.0,24700.0,17200.0,,,21100.0,20400.0,14400.0,,
Durham Beauty Academy,NC,0.0,93.0,3,3,,,,,,,,15800.0,15700.0,9200.0,,
Union County Vocational Technical School,NJ,0.0,96.0,3,1,,,35700.0,36300.0,24300.0,,,26700.0,23300.0,22000.0,,
The University of Texas MD Anderson Cancer Center,TX,0.0,356.0,1,1,,,,,,,,67900.0,66300.0,23700.0,,
Wes Watkins Technology Center,OK,0.0,48.0,3,1,,,25800.0,20200.0,21800.0,,,19700.0,17000.0,15600.0,,
Wayne Finger Lakes BOCES-Practical Nursing Program,NY,0.0,228.0,3,1,,,35700.0,35600.0,18200.0,,,29300.0,30500.0,14500.0,,
Venango County Area Vocational Technical School,PA,0.0,62.0,3,1,,,,,,,,,,,,
Centura College-Chesapeake,VA,0.0,157.0,1,3,16637.0,16637.0,27200.0,25300.0,19200.0,24800.0,34400.0,20100.0,17200.0,25000.0,19000.0,25200.0
Cortiva Institute-Seattle,WA,0.0,119.0,3,3,,,30200.0,24000.0,26400.0,,,25500.0,24800.0,16600.0,,
Crawford County Career and Technical Center Practical Nursing Program,PA,0.0,26.0,3,1,,,,,,,,,,,,
Mercy Hospital School of Practical Nursing-Plantation General Hospital,FL,0.0,117.0,3,3,,,,,,,,,,,,
Quality Technical and Beauty College,PR,0.0,44.0,3,3,,,17000.0,15200.0,17300.0,,,18500.0,15400.0,18100.0,,
Atlanta Institute of Music and Media,GA,0.0,182.0,2,3,,,32400.0,27500.0,28700.0,,,21600.0,16500.0,19400.0,,
Automeca Technical College-Ponce,PR,0.0,235.0,3,3,7501.0,7501.0,,,,,,17800.0,15800.0,16400.0,,
Jna Institute of Culinary Arts,PA,0.0,36.0,2,3,14575.0,14575.0,,,,,,23100.0,22100.0,15600.0,,
Arizona State University-Polytechnic,AZ,0.0,4495.0,1,1,9840.0,25576.0,56700.0,49400.0,48800.0,49100.0,65500.0,,,,,
Vanguard-Sentinel Adult Career and Technology Center,OH,0.0,38.0,3,1,,,,,,,,,,,,
House of Heavilin Beauty College-Raymore,MO,0.0,27.0,3,3,,,22300.0,20900.0,13700.0,,,15100.0,13300.0,11200.0,,
Advantage Technical College,PR,0.0,226.0,3,3,,,,,,,,19600.0,17200.0,14300.0,,
Manhattan School of Computer Technology,NY,0.0,619.0,3,2,,,,,,,,17300.0,13400.0,16100.0,,
New York Conservatory for Dramatic Arts,NY,0.0,257.0,2,3,32742.0,32742.0,38500.0,28400.0,41400.0,,,25500.0,22000.0,22900.0,27700.0,23000.0
CET-Alexandria,VA,0.0,103.0,3,2,,,27000.0,24000.0,19400.0,23500.0,31800.0,22100.0,17500.0,19100.0,17900.0,25900.0
Empire Beauty School-Warwick,RI,0.0,92.0,3,3,,,21700.0,18100.0,15000.0,,,17600.0,14800.0,13900.0,,
Allen University,SC,0.0,698.0,1,2,12940.0,12940.0,24700.0,22600.0,16100.0,24400.0,25000.0,18300.0,16600.0,12800.0,16600.0,19000.0
Francis Marion University,SC,0.0,3097.0,1,1,11976.0,22488.0,41000.0,37400.0,40600.0,37100.0,47100.0,29200.0,26900.0,18700.0,27900.0,31500.0
Benedict College,SC,0.0,2165.0,1,2,16600.0,16600.0,28300.0,26700.0,20200.0,27600.0,28800.0,18700.0,16800.0,13400.0,18100.0,19200.0
Charleston Cosmetology Institute,SC,0.0,202.0,3,3,,,22400.0,19500.0,16300.0,,,19400.0,16500.0,17200.0,,
University of Rhode Island,RI,0.0,13743.0,1,1,14138.0,30862.0,56300.0,50200.0,41200.0,50700.0,63200.0,40500.0,37000.0,27100.0,40000.0,41300.0
Sinte Gleska University,SD,0.0,511.0,1,2,3154.0,3154.0,22000.0,21500.0,15400.0,21400.0,23300.0,16400.0,13500.0,14200.0,18200.0,13600.0
Tennessee College of Applied Technology-Dickson,TN,0.0,595.0,2,1,,,34700.0,33000.0,19300.0,,,24100.0,21900.0,17600.0,21800.0,29500.0
Lincoln Memorial University,TN,0.0,1861.0,1,2,22010.0,22010.0,39500.0,37900.0,26100.0,37200.0,45000.0,32200.0,31200.0,19000.0,32700.0,30800.0
University of South Dakota,SD,0.0,6228.0,1,1,9061.0,12425.0,46400.0,41600.0,34900.0,41300.0,53400.0,37400.0,34400.0,31800.0,35500.0,40900.0
Hallmark University,TX,0.0,773.0,1,2,,,38800.0,36100.0,25100.0,29100.0,41500.0,31600.0,26300.0,24300.0,22300.0,35800.0
Brookhaven College,TX,0.0,10114.0,2,1,1770.0,5220.0,42900.0,39100.0,30400.0,41500.0,45000.0,32700.0,29000.0,26200.0,30000.0,36600.0
Stephen F Austin State University,TX,0.0,10474.0,1,1,8316.0,18276.0,46800.0,42600.0,32500.0,41100.0,54500.0,33900.0,32100.0,20300.0,32400.0,36100.0
Texas College,TX,0.0,1042.0,1,2,10008.0,10008.0,31100.0,29600.0,16200.0,,,24200.0,22100.0,18100.0,22900.0,25300.0
Odessa College,TX,0.0,6814.0,2,1,2778.0,4842.0,36600.0,32400.0,28300.0,31500.0,47300.0,33300.0,27700.0,27600.0,25000.0,48500.0
Tarrant County College District,TX,0.0,39612.0,2,1,1661.0,7560.0,40000.0,36400.0,28400.0,37000.0,46300.0,29900.0,26800.0,22400.0,27700.0,33700.0
Snow College,UT,0.0,3374.0,1,1,3742.0,12562.0,37600.0,34000.0,34500.0,25400.0,51900.0,26200.0,22200.0,24300.0,19000.0,34800.0
Canadian Valley Technology Center,OK,0.0,333.0,3,1,,,25700.0,21500.0,19900.0,,,30400.0,29600.0,20600.0,28800.0,33000.0
Pennsylvania Highlands Community College,PA,0.0,1029.0,2,1,5820.0,11460.0,28800.0,24700.0,19300.0,,,25300.0,22900.0,17900.0,22300.0,30300.0
South Central Career Center,MO,0.0,61.0,3,1,,,,,,,,23700.0,22100.0,16200.0,,
United Technical Center,WV,0.0,28.0,3,1,3900.0,3900.0,,,,,,,,,,
Chester County Intermediate Unit,PA,0.0,111.0,3,1,,,48400.0,51100.0,27900.0,,,40800.0,43700.0,18300.0,,
Greater Johnstown Career and Technology Center,PA,0.0,209.0,3,1,,,35700.0,34100.0,21500.0,29900.0,40000.0,34200.0,35700.0,18700.0,31100.0,38700.0
Mifflin County Academy of Science and Technology,PA,0.0,52.0,3,1,,,,,,,,33400.0,34800.0,12300.0,,
Oconee Fall Line Technical College,GA,0.0,1124.0,2,1,2678.0,4814.0,25200.0,23300.0,13700.0,,,19500.0,17100.0,13800.0,17900.0,24100.0
Osceola Technical College,FL,0.0,372.0,2,1,,,36800.0,33900.0,22900.0,,,28000.0,27400.0,18600.0,,
Mid-Del Technology Center,OK,0.0,89.0,3,1,,,,,,,,,,,,
New York Institute of Massage Inc,NY,0.0,44.0,3,3,,,,,,,,23800.0,21600.0,17800.0,,
Empire Beauty School-Monroeville,PA,0.0,91.0,3,3,,,21400.0,17200.0,17700.0,,,17000.0,15400.0,12300.0,,
Institute of Technology,CA,0.0,1133.0,2,3,,,29200.0,27400.0,20900.0,24900.0,32800.0,23200.0,20100.0,18200.0,19800.0,26100.0
Bristol Technical Education Center,CT,0.0,65.0,3,1,,,,,,,,,,,,
