,School,sat_scores.25th_percentile.critical_reading,sat_scores.midpoint.critical_reading,sat_scores.75th_percentile.critical_reading,sat_scores.25th_percentile.math,sat_scores.midpoint.math,sat_scores.75th_percentile.math
6044,Minnesota School of Cosmetology-Woodbury Campus,,,,,,
6045,Bethel Seminary-St Paul,,,,,,
6046,University of Minnesota-Duluth,568.0,614.0,660.0,550.0,617.0,683.0
6047,Minnesota State University-Mankato,,,,,,
6048,Paul Mitchell the School-Grand Rapids,,,,,,
6049,North Hennepin Community College,,,,,,
6050,The College of Saint Scholastica,520.0,580.0,640.0,530.0,580.0,630.0
6051,Jackson State University,450.0,505.0,560.0,400.0,454.0,508.0
6052,Jones County Junior College,,,,,,
6053,Blue Mountain College,420.0,455.0,490.0,470.0,505.0,540.0
6054,Coahoma Community College,,,,,,
6055,Millsaps College,550.0,590.0,630.0,530.0,580.0,630.0
6056,St Cloud Technical and Community College,,,,,,
6057,Saint Cloud State University,470.0,538.0,605.0,490.0,560.0,630.0
6058,Mississippi College,520.0,567.0,613.0,510.0,567.0,623.0
6059,Mississippi State University,540.0,600.0,660.0,530.0,600.0,670.0
6060,Northeast Mississippi Community College,,,,,,
6061,Pearl River Community College,,,,,,
6062,Copiah-Lincoln Community College,,,,,,
6063,Logan University,,,,,,
6064,Tougaloo College,410.0,480.0,550.0,380.0,465.0,550.0
6065,Midwest Institute,,,,,,
6066,University of Nevada-Reno,540.0,590.0,640.0,530.0,585.0,640.0
6067,Great Basin College,,,,,,
6068,Joseph's College Cosmetology,,,,,,
6069,Southeast Community College Area,,,,,,
6070,Truckee Meadows Community College,,,,,,
6071,Adult and Continuing Education-BCTS,,,,,,
6072,Pace University,540.0,580.0,620.0,520.0,560.0,600.0
6073,University of Rochester,640.0,675.0,710.0,680.0,735.0,790.0
6074,New York Medical College,,,,,,
6075,New York University,650.0,685.0,720.0,660.0,725.0,790.0
6076,Davis College,,,,,,
6077,Niagara County Community College,,,,,,
6078,Niagara University,510.0,555.0,600.0,510.0,555.0,600.0
6079,Rabbinical College Bobover Yeshiva Bnei Zion,,,,,,
6080,St Francis College,,,,,,
6081,New York College of Podiatric Medicine,,,,,,
6082,United States Military Academy,550.0,605.0,660.0,590.0,640.0,690.0
6083,Syracuse University,590.0,630.0,670.0,590.0,645.0,700.0
6084,SUNY at Albany,550.0,590.0,630.0,550.0,590.0,630.0
6085,Torah Temimah Talmudical Seminary,,,,,,
6086,SUNY College of Environmental Science and Forestry,560.0,610.0,660.0,560.0,605.0,650.0
6087,Trocaire College,,,,,,
6088,Bennett College,410.0,465.0,520.0,390.0,435.0,480.0
6089,Excelsior College,,,,,,
6090,Ulster County Community College,,,,,,
6091,Blue Ridge Community College,,,,,,
6092,SUNY Cortland,530.0,565.0,600.0,530.0,565.0,600.0
6093,Cabarrus College of Health Sciences,510.0,545.0,580.0,480.0,520.0,560.0
6094,State University of New York at New Paltz,550.0,595.0,640.0,540.0,585.0,630.0
6095,Carteret Community College,,,,,,
6096,Gaston College,,,,,,
6097,Methodist University,480.0,530.0,580.0,480.0,525.0,570.0
6098,Guilford College,,,,,,
6099,Central Piedmont Community College,,,,,,
6100,Pitt Community College,,,,,,
6101,Richmond Community College,,,,,,
6102,James Sprunt Community College,,,,,,
6103,Johnson C Smith University,420.0,455.0,490.0,390.0,440.0,490.0
6104,Robeson Community College,,,,,,
6105,University of North Carolina at Chapel Hill,630.0,675.0,720.0,640.0,700.0,760.0
6106,University of North Carolina at Charlotte,560.0,595.0,630.0,560.0,600.0,640.0
6107,Chowan University,420.0,465.0,510.0,390.0,440.0,490.0
6108,Coastal Carolina Community College,,,,,,
6109,Mars Hill University,470.0,520.0,570.0,450.0,505.0,560.0
6110,Davidson County Community College,,,,,,
6111,Dickinson State University,,,,450.0,477.0,503.0
6112,Nueta Hidatsa Sahnish College,,,,,,
6113,Belmont College,,,,,,
6114,ETI Technical College,,,,,,
6115,Stanly Community College,,,,,,
6116,Bob Jones University,,,,,,
6117,Unification Theological Seminary,,,,,,
6118,University of Phoenix-Washington,,,,,,
6119,Lincoln College of Technology-Marietta,,,,,,
6120,Hair Academy II,,,,,,
6121,Academy of Hair Design-Beaumont,,,,,,
6122,Herzing University-Kenner,,,,,,
6123,FINE Mortuary College,,,,,,
6124,Florida Gulf Coast University,540.0,580.0,620.0,520.0,555.0,590.0
6125,Creative Images Institute of Cosmetology-North Dayton,,,,,,
6126,Medical Training College,,,,,,
6127,Delta College Inc,,,,,,
6128,Acupuncture and Integrative Medicine College-Berkeley,,,,,,
6129,Sarasota School of Massage Therapy,,,,,,
6130,Charter Oak State College,,,,,,
6131,Moody Bible Institute,,,,,,
6132,Tri-County Beauty Academy,,,,,,
6133,American Hair Academy,,,,,,
6134,Hillyard Technical Center,,,,,,
6135,Otsego Area BOCES-Practical Nursing Program,,,,,,
6136,Allegheny Wesleyan College,,,,,,
6137,American College of Hair Design Inc,,,,,,
6138,New College of Florida,630.0,675.0,720.0,590.0,645.0,700.0
6139,Birthwise Midwifery School,,,,,,
6140,Tulsa Welding School-Jacksonville,,,,,,
6141,International School of Beauty Inc,,,,,,
6142,Texas Health School,,,,,,
6143,Paul Mitchell the School-Logan,,,,,,
6144,Careers Unlimited,,,,,,
6145,California Career College,,,,,,
6146,Nuvo College of Cosmetology,,,,,,
6147,Automotive Training Center-Warminster,,,,,,
6148,The College of Health Care Professions-San Antonio,,,,,,
6149,Arizona State University-Downtown Phoenix,550.0,595.0,640.0,530.0,580.0,630.0
6150,Stone Academy-East Hartford,,,,,,
6151,Lincoln Technical Institute-Whitestone,,,,,,
6152,Harris School of Business-Linwood Campus,,,,,,
6153,Baker University School of Nursing,,,,,,
6154,Stewart School,,,,,,
6155,Pennsylvania College of Health Sciences,,,,,,
6156,Edward Via College of Osteopathic Medicine,,,,,,
6157,Northcentral University,,,,,,
6158,Harris School of Business-Dover Campus,,,,,,
6159,Folsom Lake College,,,,,,
6160,Bold Beauty Academy,,,,,,
6161,Advanced College,,,,,,
6162,American Advanced Technicians Institute,,,,,,
6163,Pima Medical Institute-Las Vegas,,,,,,
6164,Turning Point Beauty College,,,,,,
6165,Universal Technical Institute of Pennsylvania Inc,,,,,,
6166,Cambridge Junior College-Yuba City,,,,,,
6167,Cambridge Institute of Allied Health & Technology,,,,,,
6168,Kenneth Shuler School of Cosmetology-Columbia,,,,,,
6169,Career Quest Learning Centers-Lansing,,,,,,
6170,Chambersburg Beauty School,,,,,,
6171,Delta Technical College,,,,,,
6172,United States University,,,,,,
6173,Ecclesia College,,,,,,
6174,Rosslyn Training Academy of Cosmetology,,,,,,
6175,Evergreen Beauty and Barber College-Everett,,,,,,
6176,Empire Beauty School-Littleton,,,,,,
6177,Healthcare Training Institute,,,,,,
6178,Universal Career School,,,,,,
6179,John D Rockefeller IV Career Center,,,,,,
6180,AmeriTech College-Draper,,,,,,
6181,Platt College-Moore,,,,,,
6182,Troy University-Montgomery Campus,,,,,,
6183,Universal Technical Institute of Massachusetts Inc,,,,,,
6184,Carsten Institute of Cosmetology,,,,,,
6185,Troy University-Online,,,,,,
6186,University of the Virgin Islands-Albert A. Sheen,,,,,,
6187,Keiser University-Tampa,,,,,,
6188,Keiser University-Pembroke Pines,,,,,,
6189,Washington State University-Vancouver,,,,,,
6190,Louisiana State University Health Sciences Center-Shreveport,,,,,,
6191,Remington College-Nashville Campus,,,,,,
6192,Beis Medrash Heichal Dovid,,,,,,
6193,Institute of Beauty Occupation and Technology Course,,,,,,
6194,Blue Cliff Career College,,,,,,
6195,Institute of Clinical Acupuncture & Oriental Med,,,,,,
6196,Flagler College-Tallahassee,,,,,,
6197,Paul Mitchell the School-Gastonia,,,,,,
6198,CES College,,,,,,
6199,Stellar Career College,,,,,,
6200,Auguste Escoffier School of Culinary Arts-Austin,,,,,,
6201,Artistic Nails and Beauty Academy-Tampa,,,,,,
6202,American InterContinental University-Houston,,,,,,
6203,Escuela Hotelera de San Juan,,,,,,
6204,Southwest School of Business and Technical Careers-South Texas,,,,,,
6205,Omnitech Institute,,,,,,
6206,Remington College-North Houston Campus,,,,,,
6207,Southeastern Institute-Columbia,,,,,,
6208,Technical Learning Centers Inc,,,,,,
6209,University of Phoenix-New Jersey,,,,,,
6210,Keiser University-Daytona,,,,,,
6211,Keiser University-Orlando,,,,,,
6212,Arthur's Beauty School Inc-Conway,,,,,,
6213,PJ's College of Cosmetology- Greenfield,,,,,,
6214,Golden Gate University-Seattle,,,,,,
6215,PJ's College of Cosmetology- Plainfield,,,,,,
6216,Spa Tech Institute-Plymouth,,,,,,
6217,Davenport University-Kalamazoo Location,,,,,,
6218,Porter and Chester Institute of Waterbury,,,,,,
6219,Davenport University-Midland Location,,,,,,
6220,Union Presbyterian Seminary-Charlotte,,,,,,
6221,Pearl River Community College-Forrest County Center,,,,,,
6222,Anoka-Ramsey Community College-Cambridge Campus,,,,,,
6223,Central Lakes College-Staples Campus,,,,,,
6224,M State - Detroit Lakes Campus,,,,,,
6225,San Jacinto College-North Campus,,,,,,
6226,Sacramento Center,,,,,,
6227,South Central College-Faribault,,,,,,
6228,Snow College-Richfield Campus,,,,,,
6229,Mesabi Range College,,,,,,
6230,Northland Community and Technical College - East Grand Forks,,,,,,
6231,Minnesota State CollegeSoutheast-Red Wing Campus,,,,,,
6232,Arizona School of Acupuncture and Oriental Medicine,,,,,,
6233,Cosmetology School of Arts and Science LLC,,,,,,
6234,Divine Mercy University,,,,,,
6235,Community Christian College,,,,,,
6236,Culpeper Cosmetology Training Center,,,,,,
6237,Academy of Hair Design-Jasper,,,,,,
6238,Graceland University - Independence,,,,,,
6239,World Mission University,,,,,,
6240,Chester Career College,,,,,,
6241,Saginaw Chippewa Tribal College,,,,,,
6242,Aviation Institute of Maintenance-Kansas City,,,,,,
6243,East Valley Institute of Technology,,,,,,
6244,West Coast Ultrasound Institute,,,,,,
6245,Orleans Niagara BOCES-Practical Nursing Program,,,,,,
6246,Yeshiva Shaarei Torah of Rockland,,,,,,
6247,Southern University Law Center,,,,,,
6248,Design's School of Cosmetology,,,,,,
6249,American Institute of Alternative Medicine,,,,,,
6250,Florida Barber Academy,,,,,,
6251,Texas Barber College,,,,,,
6252,Institute of Technology,,,,,,
6253,Universidad Pentecostal Mizpa,,,,,,
6254,West Virginia Junior College-Bridgeport,,,,,,
6255,Caribbean Forensic and Technical College,,,,,,
6256,Lamar Institute of Technology,,,,,,
6257,Paul Mitchell the School-Costa Mesa,,,,,,
6258,Lincoln Technical Institute-Paramus,,,,,,
6259,Healing Mountain Massage School,,,,,,
6260,Alexandria School of Scientific Therapeutics,,,,,,
6261,Florida Education Institute,,,,,,
6262,Rudy & Kelly Academy-A Paul Mitchell Partner School,,,,,,
6263,St Louis College of Health Careers-Fenton,,,,,,
6264,Embry-Riddle Aeronautical University-Prescott,,,,,,
6265,Midwest College of Oriental Medicine-Evanston,,,,,,
6266,Cascadia College,,,,,,
6267,Missouri College of Cosmetology North,,,,,,
6268,Rosedale Bible College,,,,,,
6269,Community Care College,,,,,,
6270,College of Biblical Studies,,,,,,
6271,Miami Ad School-San Francisco,,,,,,
6272,National American University-Ellsworth AFB Extension,,,,,,
6273,Century College,,,,,,
6274,Acupuncture and Massage College,,,,,,
6275,International Training Careers,,,,,,
6276,Universal Therapeutic Massage Institute,,,,,,
6277,Atlantic Institute of Oriental Medicine,,,,,,
6278,Aviation Institute of Maintenance-Atlanta,,,,,,
6279,Bennett Career Institute,,,,,,
6280,New York College of Traditional Chinese Medicine,,,,,,
6281,Interactive College of Technology,,,,,,
6282,Onondaga Cortland Madison BOCES,,,,,,
6283,Erie Community College,,,,,,
6284,TDDS Technical Institute,,,,,,
6285,Sandusky Career Center,,,,,,
6286,Bethesda University,,,,,,
6287,Allen School-Brooklyn,,,,,,
6288,Great Oaks Career Campuses,,,,,,
6289,Lake Career and Technical Center,,,,,,
6290,South University-Montgomery,,,,,,
6291,Enterprise State Community College,,,,,,
6292,Faulkner University,490.0,530.0,570.0,530.0,575.0,620.0
6293,Snead State Community College,,,,,,
6294,Stillman College,,,,,,
6295,H Councill Trenholm State Community College,,,,,,
6296,Carrington College-Phoenix North,,,,,,
6297,Arthur's Beauty College Inc-Fort Smith,,,,,,
6298,Pima Medical Institute-Albuquerque,,,,,,
6299,Prescott College,,,,,,
6300,Refrigeration School Inc,,,,,,
6301,Arkansas State University-Beebe,,,,,,
6302,Arizona Christian University,460.0,510.0,560.0,470.0,518.0,565.0
6303,University of Akron Main Campus,490.0,555.0,620.0,500.0,565.0,630.0
6304,University of Akron Wayne College,,,,,,
6305,Antonelli College-Cincinnati,,,,,,
6306,Southeastern Baptist Theological Seminary,,,,,,
6307,Alamance Community College,,,,,,
6308,Athenaeum of Ohio,,,,,,
6309,Auburn Career Center,,,,,,
6310,Central State University,370.0,405.0,440.0,340.0,390.0,440.0
6311,Minot State University,460.0,510.0,560.0,460.0,515.0,570.0
6312,University of North Dakota,480.0,540.0,600.0,500.0,565.0,630.0
6313,Sitting Bull College,,,,,,
6314,Wake Technical Community College,,,,,,
6315,Choffin Career  and Technical Center,,,,,,
6316,Watts School of Nursing,,,,,,
6317,Lawson State Community College,,,,,,
6318,University of Arkansas for Medical Sciences,,,,,,
6319,Carrington College-Mesa,,,,,,
6320,Arkansas Baptist College,,,,,,
6321,Platt College-Arizona Automotive Institute Arizona,,,,,,
6322,Brookline College-Phoenix,,,,,,
6323,Bryant & Stratton College-Parma,,,,,,
6324,Mayville State University,,,,,,
6325,Butler Technology and Career Development Schools,,,,,,
6326,Canton City Schools Adult Career and Technical Education,,,,,,
6327,University of Jamestown,480.0,520.0,560.0,470.0,520.0,570.0
6328,Paul Quinn College,362.0,417.0,472.0,350.0,403.0,456.0
6329,William Edge Institute,,,,,,
6330,Texas A & M University-College Station,580.0,630.0,680.0,590.0,645.0,700.0
6331,Mountain View College,,,,,,
6332,Richland College,,,,,,
6333,Navarro College,,,,,,
6334,Southwestern University,580.0,630.0,680.0,550.0,600.0,650.0
6335,The University of Texas at El Paso,470.0,520.0,570.0,470.0,515.0,560.0
6336,Texas Chiropractic College Foundation Inc,,,,,,
6337,University of North Texas Health Science Center,,,,,,
6338,Tarleton State University,480.0,530.0,580.0,480.0,520.0,560.0
6339,Ogle School Hair Skin Nails-Arlington,,,,,,
6340,St. Mary's University,530.0,580.0,630.0,520.0,570.0,620.0
6341,Texas Southern University,420.0,460.0,500.0,410.0,450.0,490.0
6342,The University of Texas Medical Branch at Galveston,,,,,,
6343,Texas Wesleyan University,460.0,505.0,550.0,470.0,510.0,550.0
6344,Panola College,,,,,,
6345,Middlebury College,660.0,695.0,730.0,670.0,720.0,770.0
6346,James Madison University,570.0,610.0,650.0,550.0,595.0,640.0
6347,John Tyler Community College,,,,,,
6348,Northern Virginia Community College,,,,,,
6349,Southside Virginia Community College,,,,,,
6350,Longwood University,500.0,545.0,590.0,480.0,520.0,560.0
6351,Patrick Henry Community College,,,,,,
6352,Rappahannock Community College,,,,,,
6353,Virginia Western Community College,,,,,,
6354,Fortis College-Norfolk,,,,,,
6355,Hampden-Sydney College,530.0,580.0,630.0,520.0,570.0,620.0
6356,Bon Secours Memorial College of Nursing,,,,,,
6357,Marymount University,480.0,540.0,600.0,470.0,525.0,580.0
6358,Virginia Commonwealth University,550.0,595.0,640.0,520.0,570.0,620.0
6359,University of Virginia-Main Campus,660.0,695.0,730.0,670.0,720.0,770.0
6360,Gene Juarez Academy,,,,,,
6361,Seattle Central College,,,,,,
6362,Virginia School of Hair Design,,,,,,
6363,Lake Washington Institute of Technology,,,,,,
6364,Lower Columbia College,,,,,,
6365,Shoreline Community College,,,,,,
6366,Clark College,,,,,,
6367,Northwest University,520.0,575.0,630.0,510.0,553.0,595.0
6368,Bellevue College,,,,,,
6369,Pacific Lutheran University,540.0,590.0,640.0,530.0,580.0,630.0
6370,Bellingham Technical College,,,,,,
6371,Columbia Basin College,,,,,,
6372,South Puget Sound Community College,,,,,,
6373,Edmonds Community College,,,,,,
6374,Tacoma Community College,,,,,,
6375,Whatcom Community College,,,,,,
6376,Lakeland University,440.0,490.0,540.0,430.0,485.0,540.0
6377,West Virginia Junior College-Morgantown,,,,,,
6378,Appalachian Bible College,480.0,538.0,595.0,430.0,483.0,535.0
6379,Wood County School of Practical Nursing,,,,,,
6380,Medical College of Wisconsin,,,,,,
6381,Academy of Careers and Technology,,,,,,
6382,Salem University,,,,,,
6383,Charleston School of Beauty Culture,,,,,,
6384,Milwaukee Institute of Art & Design,,,,,,
6385,Concord University,460.0,515.0,570.0,460.0,505.0,550.0
6386,Mount Mary University,,,,,,
6387,West Virginia State University,450.0,490.0,530.0,430.0,470.0,510.0
6388,Carthage College,490.0,560.0,630.0,530.0,575.0,620.0
6389,James Rumsey Technical Institute,,,,,,
6390,West Virginia University Institute of Technology,490.0,540.0,590.0,530.0,565.0,600.0
6391,University of Wisconsin-La Crosse,,,,,,
6392,Universidad Ana G. Mendez-Cupey Campus,,,,,,
6393,Conservatory of Music of Puerto Rico,,,,,,
6394,Institute of Beauty Careers,,,,,,
6395,Center for Advanced Studies On Puerto Rico and the Caribbean,,,,,,
6396,Saint Norbert College,520.0,570.0,620.0,510.0,550.0,590.0
6397,Holy Family College,440.0,510.0,580.0,360.0,495.0,630.0
6398,Southwest Wisconsin Technical College,,,,,,
6399,Atlantic University College,,,,,,
6400,ICPR Junior College-Arecibo,,,,,,
6401,ICPR Junior College-Mayaguez,,,,,,
6402,Instituto Tecnologico de Puerto Rico-Recinto de Guayama,,,,,,
6403,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,,,,,,
6404,Wisconsin School of Professional Psychology,,,,,,
6405,Metro Business College-Jefferson City,,,,,,
6406,Inter American University of Puerto Rico-Fajardo,,,,,,
6407,Meridian College,,,,,,
6408,Universidad del Sagrado Corazon,,,,,,
6409,Ogle School Hair Skin Nails-Hurst,,,,,,
6410,Ross Medical Education Center-Saginaw,,,,,,
6411,Sussex County Community College,,,,,,
6412,Purdue University Global-Cedar Falls,,,,,,
6413,Brandman University,,,,,,
6414,Paul Mitchell the School-Boise,,,,,,
6415,Hussian College-Daymar College Bowling Green,,,,,,
6416,Douglas J Aveda Institute,,,,,,
6417,Adrian's College of Beauty Turlock,,,,,,
6418,Luna Community College,,,,,,
6419,Portage Lakes Career Center,,,,,,
6420,Taylortown School of Beauty Inc,,,,,,
6421,Sunstate Academy,,,,,,
6422,Pike-Lincoln Technical Center,,,,,,
6423,Bell Mar Beauty College,,,,,,
6424,Ross Medical Education Center-Port Huron,,,,,,
6425,Caribbean University-Vega Baja,,,,,,
6426,Paradise Valley Community College,,,,,,
